,Price (in rupees),Carpet Area
443,5556.0,450.0
444,14902.0,464.0
445,4119.0,704.0
446,16500.0,1000.0
447,8226.0,620.0
448,10000.0,950.0
449,18235.0,570.0
450,19386.0,717.0
451,18889.0,767.0
452,9091.0,1100.0
453,9091.0,1100.0
454,11474.0,650.0
455,8108.0,370.0
456,10750.0,800.0
457,14324.0,370.0
458,8837.0,430.0
459,8837.0,430.0
460,8667.0,450.0
461,11000.0,780.0
462,11579.0,636.0
463,0.0,1170.0
464,17500.0,930.0
465,9905.0,430.0
466,2857.0,630.0
467,0.0,600.0
468,6200.0,640.0
469,7037.0,540.0
470,4812.0,388.0
471,6190.0,435.0
472,13333.0,300.0
473,8824.0,410.0
474,0.0,1290.0
475,11310.0,840.0
476,11789.0,636.0
477,13077.0,940.0
478,6462.0,475.0
479,3608.0,468.0
480,9091.0,495.0
481,16667.0,1250.0
482,7538.0,450.0
483,22127.0,818.0
484,6536.0,670.0
485,8182.0,580.0
486,4787.0,940.0
487,5814.0,584.0
488,3750.0,640.0
489,12401.0,1260.0
490,0.0,650.0
491,7158.0,700.0
492,11429.0,430.0
493,3165.0,395.0
494,9091.0,1100.0
495,9091.0,1100.0
496,15556.0,844.0
497,7692.0,450.0
498,10000.0,1800.0
499,0.0,453.0
500,5442.0,441.0
501,5238.0,420.0
502,13667.0,450.0
503,3846.0,430.0
504,16316.0,676.0
505,18834.0,1115.0
506,11896.0,950.0
507,10750.0,400.0
508,11250.0,400.0
509,0.0,674.0
510,12500.0,530.0
511,11006.0,636.0
512,12778.0,700.0
513,9677.0,620.0
514,0.0,691.0
515,7984.0,501.0
516,5468.0,695.0
517,0.0,638.0
518,19024.0,902.0
519,14114.0,1090.0
520,10081.0,1240.0
521,6500.0,640.0
522,8187.0,965.0
523,0.0,450.0
524,15000.0,880.0
525,18811.0,1070.0
526,12667.0,300.0
527,16975.0,1250.0
528,9091.0,610.0
529,6024.0,700.0
530,16667.0,900.0
531,11256.0,680.0
532,12857.0,700.0
533,21840.0,1163.0
534,6308.0,430.0
535,3640.0,486.0
536,3412.0,486.0
537,7846.0,650.0
538,0.0,10.0
539,16348.0,441.0
540,0.0,448.0
541,2903.0,310.0
542,9953.0,752.0
543,7216.0,970.0
544,17549.0,1015.0
545,6000.0,515.0
546,8125.0,425.0
547,7344.0,350.0
548,25197.0,635.0
549,3203.0,401.0
550,15385.0,490.0
551,0.0,425.0
552,6000.0,500.0
553,17000.0,580.0
554,8097.0,386.0
555,8889.0,486.0
556,4762.0,525.0
557,3067.0,675.0
558,3917.0,405.0
559,10000.0,550.0
560,10439.0,600.0
561,5828.0,838.0
562,19231.0,574.0
